api,fetch_time,station,head_sign,projected_arrival,last_updated,door_open,door_close,scheduled_departure
MRAZZA,2022-11-20T11:03:18.637856-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:15-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:18.751234-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.652395-05:00,2022-11-20T11:02:56.652395-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:23.891816-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:20-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:24.013727-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.652395-05:00,2022-11-20T11:02:56.652395-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:29.658731-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:25-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:29.786928-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.652395-05:00,2022-11-20T11:02:56.652395-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:34.948490-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:30-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:35.109313-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.652395-05:00,2022-11-20T11:02:56.652395-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:42.777676-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:40-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:42.902878-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.607424-05:00,2022-11-20T11:02:16.607424-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:48.558132-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:48.681134-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.607424-05:00,2022-11-20T11:02:16.607424-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:53.830575-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:50-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:53.984719-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.781153-05:00,2022-11-20T11:02:51.781153-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:03:59.650804-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:03:55-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:03:59.777702-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.781153-05:00,2022-11-20T11:02:51.781153-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:05.933744-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:04:05-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:06.038001-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.781153-05:00,2022-11-20T11:02:51.781153-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:12.237668-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44-05:00,2022-11-20T11:04:10-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:12.369942-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.604852-05:00,2022-11-20T11:02:41.604852-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:18.038757-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:45-05:00,2022-11-20T11:04:15-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:18.185661-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.604852-05:00,2022-11-20T11:02:41.604852-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:25.857883-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:58-05:00,2022-11-20T11:04:25-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:25.969384-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.730468-05:00,2022-11-20T11:04:11.730468-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:31.099133-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:05:02-05:00,2022-11-20T11:04:30-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:31.194734-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.730468-05:00,2022-11-20T11:04:11.730468-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:37.877420-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:05:05-05:00,2022-11-20T11:04:35-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:38.056817-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.730468-05:00,2022-11-20T11:04:11.730468-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:43.217384-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:05:12-05:00,2022-11-20T11:04:40-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:43.327196-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.730468-05:00,2022-11-20T11:04:11.730468-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
MRAZZA,2022-11-20T11:04:49.478880-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:05:18-05:00,2022-11-20T11:04:45-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:49.629826-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.666702-05:00,2022-11-20T11:03:16.666702-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:04:55.863184-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.666702-05:00,2022-11-20T11:03:16.666702-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:05:03.671677-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.788634-05:00,2022-11-20T11:03:51.788634-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:05:11.491258-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.788634-05:00,2022-11-20T11:03:51.788634-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:05:16.803214-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.788634-05:00,2022-11-20T11:03:51.788634-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:05:24.105434-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.788634-05:00,2022-11-20T11:03:51.788634-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:05:29.388102-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.788634-05:00,2022-11-20T11:03:51.788634-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
OFFICIAL,2022-11-20T11:05:35.673150-05:00,HOB,33rd Street via Hoboken,2022-11-20T11:04:44.788634-05:00,2022-11-20T11:03:51.788634-05:00,2022-11-20T11:02:28-05:00,2022-11-20T11:04:32-05:00,2022-11-20T11:01:00-05:00
