api,fetch_time,station,head_sign,projected_arrival,last_updated,door_close,scheduled_departure
MRAZZA,2023-04-30T18:36:57.324236-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:36:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:36:57.577617-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.903097-04:00,2023-04-30T18:35:48.903097-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:37:17.321423-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:37:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:37:17.518062-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.902343-04:00,2023-04-30T18:36:28.902343-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:37:37.353617-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:37:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:37:37.552840-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.902343-04:00,2023-04-30T18:36:28.902343-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:37:57.421753-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:37:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:37:57.612839-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.980167-04:00,2023-04-30T18:37:18.980167-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:38:17.475398-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:38:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:38:17.731661-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45.907276-04:00,2023-04-30T18:36:58.907276-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:38:37.417738-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45-04:00,2023-04-30T18:38:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:38:38.886142-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.021996-04:00,2023-04-30T18:37:59.021996-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:38:57.441584-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:38:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:38:57.631588-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.012392-04:00,2023-04-30T18:38:19.012392-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:39:17.451328-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:39:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:39:17.646366-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.012392-04:00,2023-04-30T18:38:19.012392-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:39:37.456453-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:45-04:00,2023-04-30T18:39:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:39:37.705062-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.193695-04:00,2023-04-30T18:38:39.193695-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:39:57.498181-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:39:53-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:39:57.694789-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.231260-04:00,2023-04-30T18:38:54.231260-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:40:17.505748-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46-04:00,2023-04-30T18:40:13-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:40:17.701821-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.245493-04:00,2023-04-30T18:39:39.245493-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
MRAZZA,2023-04-30T18:40:37.530221-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:41:05-04:00,2023-04-30T18:40:33-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:40:37.787970-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.001197-04:00,2023-04-30T18:39:49.001197-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:40:57.727097-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.001197-04:00,2023-04-30T18:39:49.001197-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:41:17.851810-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:40:46.001197-04:00,2023-04-30T18:39:49.001197-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
OFFICIAL,2023-04-30T18:41:38.175781-04:00,HOBOKEN,33rd Street via Hoboken,2023-04-30T18:41:06.053543-04:00,2023-04-30T18:40:34.053543-04:00,2023-04-30T18:40:29-04:00,2023-04-30T18:39:00-04:00
